Order ID,Order Date,Customer ID,Category,Sales,Quantity,Profit,Discount
CA-2015-155306,2015-04-17,GA-14515,Office Supplies,1447.65,5,419.8185,0.0
CA-2015-155306,2015-04-17,GA-14515,Office Supplies,11.96,2,5.8604,0.0
CA-2016-127775,2016-06-11,ES-14020,Technology,239.97,3,71.991,0.0
CA-2016-146171,2016-03-11,JP-16135,Furniture,76.92,4,31.5372,0.0
CA-2016-146171,2016-03-11,JP-16135,Office Supplies,481.32,4,125.1432,0.0
CA-2014-129574,2014-05-26,Dp-13240,Office Supplies,48.4,5,23.232,0.0
CA-2017-126536,2017-10-12,NK-18490,Technology,0.99,1,0.4356,0.0
CA-2017-126536,2017-10-12,NK-18490,Office Supplies,101.84,5,36.917,0.2
CA-2017-165757,2017-06-22,PL-18925,Office Supplies,10.332,3,-7.5768,0.7
CA-2017-165757,2017-06-22,PL-18925,Office Supplies,31.155,5,-23.8855,0.7
CA-2017-165757,2017-06-22,PL-18925,Office Supplies,8.928,2,0.6696,0.2
CA-2017-167752,2017-01-15,RW-19690,Office Supplies,34.384,1,3.8682,0.2
CA-2017-167752,2017-01-15,RW-19690,Office Supplies,1924.16,8,312.676,0.2
US-2015-122140,2015-04-02,MO-17950,Office Supplies,32.192,2,-80.48,0.8
US-2015-122140,2015-04-02,MO-17950,Technology,50.12,7,-0.6265,0.2
US-2015-122140,2015-04-02,MO-17950,Technology,47.976,3,1.7991,0.2
CA-2016-163986,2016-09-03,JJ-15445,Office Supplies,54.5,5,14.17,0.0
CA-2017-158967,2017-12-10,BT-11680,Furniture,19.104,3,5.7312,0.2
CA-2016-131576,2016-11-22,RD-19585,Office Supplies,49.44,3,24.2256,0.0
CA-2017-143455,2017-11-11,ML-17755,Office Supplies,10.368,2,3.6288,0.2
CA-2016-144729,2016-10-21,JE-15745,Office Supplies,154.44,3,1.5444,0.0
CA-2015-127019,2015-12-21,ER-13855,Office Supplies,60.984,7,4.5738,0.2
CA-2015-138534,2015-07-17,JM-15535,Furniture,195.466,2,-13.7976,0.15
CA-2017-108322,2017-04-30,SS-20140,Furniture,23.68,8,6.216,0.2
CA-2017-108322,2017-04-30,SS-20140,Technology,2.376,3,0.7425,0.2
CA-2017-167668,2017-05-06,TC-21295,Office Supplies,59.2,4,29.6,0.0
CA-2017-146724,2017-11-20,HG-15025,Office Supplies,22.0,10,9.68,0.0
CA-2016-139878,2016-11-11,LD-17005,Technology,257.98,2,74.8142,0.0
US-2016-106677,2016-11-05,AS-10285,Technology,23.988,2,-15.992,0.4
CA-2016-116974,2016-10-09,MP-17965,Technology,23.976,4,-15.5844,0.4
CA-2015-149972,2015-09-21,CD-12790,Furniture,601.536,4,0.0,0.2
CA-2015-149972,2015-09-21,CD-12790,Office Supplies,7.9,2,2.528,0.0
US-2014-117744,2014-12-02,MD-17860,Furniture,58.36,5,-24.803,0.6
US-2014-117744,2014-12-02,MD-17860,Office Supplies,16.464,7,1.4406,0.2
US-2014-117744,2014-12-02,MD-17860,Furniture,39.96,5,-23.976,0.6
CA-2014-125514,2014-09-21,BM-11650,Office Supplies,25.96,2,7.5284,0.0
CA-2014-125514,2014-09-21,BM-11650,Office Supplies,36.27,3,10.881,0.0
CA-2014-125514,2014-09-21,BM-11650,Office Supplies,6.48,1,3.1104,0.0
CA-2014-154599,2014-04-12,KN-16450,Technology,1075.088,14,94.0702,0.2
CA-2014-154599,2014-04-12,KN-16450,Technology,438.368,4,38.3572,0.2
CA-2014-154599,2014-04-12,KN-16450,Office Supplies,18.088,7,6.5569,0.2
CA-2014-154599,2014-04-12,KN-16450,Furniture,308.499,3,-18.147,0.15
CA-2017-158743,2017-10-20,IG-15085,Office Supplies,13.36,4,4.1416,0.0
CA-2017-158743,2017-10-20,IG-15085,Office Supplies,39.96,2,18.7812,0.0
CA-2017-158743,2017-10-20,IG-15085,Office Supplies,145.85,5,70.008,0.0
CA-2016-153318,2016-10-25,JS-15595,Technology,783.96,5,78.396,0.2
US-2015-110163,2015-11-01,GA-14725,Office Supplies,7.88,1,1.773,0.2
CA-2017-143329,2017-11-03,DL-13330,Furniture,41.37,3,17.3754,0.0
CA-2015-159380,2015-05-12,CS-12505,Office Supplies,12.84,3,5.778,0.0
CA-2015-159380,2015-05-12,CS-12505,Office Supplies,25.68,6,11.556,0.0
CA-2015-122623,2015-09-07,CC-12145,Furniture,47.516,2,-2.0364,0.3
CA-2015-148635,2015-07-25,MH-18025,Office Supplies,9.42,2,0.471,0.0
CA-2015-148635,2015-07-25,MH-18025,Office Supplies,12.96,2,6.2208,0.0
CA-2015-148635,2015-07-25,MH-18025,Furniture,704.9,5,56.392,0.0
CA-2015-148635,2015-07-25,MH-18025,Furniture,561.568,2,28.0784,0.2
CA-2015-135685,2015-11-16,MP-18175,Office Supplies,179.82,9,84.5154,0.0
CA-2015-135685,2015-11-16,MP-18175,Furniture,185.58,6,76.0878,0.0
CA-2015-135685,2015-11-16,MP-18175,Furniture,214.11,3,36.3987,0.0
CA-2015-135685,2015-11-16,MP-18175,Technology,999.96,4,229.9908,0.0
CA-2015-135685,2015-11-16,MP-18175,Furniture,653.55,3,111.1035,0.0
CA-2015-104626,2015-09-01,DR-12940,Office Supplies,114.6,5,51.57,0.0
CA-2015-104626,2015-09-01,DR-12940,Furniture,60.74,1,15.185,0.0
CA-2015-104626,2015-09-01,DR-12940,Furniture,124.36,2,27.3592,0.0
CA-2015-104626,2015-09-01,DR-12940,Office Supplies,1088.76,6,315.7404,0.0
CA-2016-160500,2016-05-05,DM-13015,Office Supplies,6.72,5,2.352,0.2
CA-2016-160500,2016-05-05,DM-13015,Furniture,298.776,3,7.4694,0.2
CA-2017-100202,2016-12-31,BD-11620,Technology,302.376,3,22.6782,0.2
CA-2017-131016,2017-09-18,DC-12850,Office Supplies,8.928,2,0.558,0.2
CA-2017-131016,2017-09-18,DC-12850,Office Supplies,47.584,2,-2.974,0.2
US-2014-112914,2014-09-25,MT-18070,Office Supplies,33.792,8,10.56,0.2
US-2014-112914,2014-09-25,MT-18070,Furniture,300.5328,2,-97.2312,0.32
US-2014-112914,2014-09-25,MT-18070,Office Supplies,2.724,2,-4.3584,0.8
US-2014-112914,2014-09-25,MT-18070,Office Supplies,3.264,2,1.1016,0.2
CA-2016-124149,2016-04-23,MJ-17740,Office Supplies,108.336,6,37.9176,0.2
CA-2016-124149,2016-04-23,MJ-17740,Office Supplies,55.92,5,6.291,0.2
CA-2016-124149,2016-04-23,MJ-17740,Office Supplies,78.304,2,29.364,0.2
CA-2014-148915,2014-11-01,ND-18370,Office Supplies,443.92,5,-94.333,0.2
CA-2014-148915,2014-11-01,ND-18370,Technology,155.976,3,54.5916,0.2
CA-2017-134649,2017-01-26,CA-11965,Office Supplies,15.47,7,4.1769,0.0
CA-2017-134649,2017-01-26,CA-11965,Office Supplies,7.16,2,3.4368,0.0
CA-2017-110842,2017-11-11,GA-14725,Office Supplies,10.89,1,2.8314,0.0
CA-2017-110842,2017-11-11,GA-14725,Office Supplies,19.44,3,9.3312,0.0
CA-2017-110842,2017-11-11,GA-14725,Office Supplies,121.6,5,39.52,0.2
CA-2016-147368,2016-06-09,TC-21295,Technology,695.7,2,-27.828,0.5
US-2015-104185,2015-09-03,JB-15400,Office Supplies,120.33,1,31.2858,0.0
US-2014-125521,2014-03-14,CK-12325,Furniture,1139.92,4,284.98,0.0
US-2017-135062,2017-08-31,RL-19615,Office Supplies,229.544,7,83.2097,0.2
CA-2017-135650,2017-03-23,AC-10660,Office Supplies,143.728,2,-32.3388,0.2
CA-2017-112865,2017-05-18,BH-11710,Technology,36.048,3,-0.9012,0.2
US-2016-162852,2016-12-27,BG-11695,Furniture,845.488,8,-12.0784,0.3
CA-2017-138163,2017-11-17,XP-21865,Office Supplies,50.94,3,14.2632,0.0
CA-2017-152093,2017-09-10,SN-20560,Office Supplies,762.594,3,-1143.891,0.8
CA-2017-157854,2017-04-08,DM-13345,Furniture,56.28,6,15.7584,0.0
CA-2017-157854,2017-04-08,DM-13345,Office Supplies,2690.97,3,1264.7559,0.0
CA-2016-123617,2016-11-28,AJ-10780,Office Supplies,7.434,6,-5.6994,0.7
US-2016-128293,2016-06-02,KC-16255,Office Supplies,64.784,1,-12.9568,0.2
CA-2017-107342,2017-12-17,VF-21715,Office Supplies,28.16,4,13.2352,0.0
CA-2016-136371,2016-03-19,SV-20935,Furniture,14.98,1,6.8908,0.0
CA-2016-136371,2016-03-19,SV-20935,Furniture,20.32,4,6.9088,0.0
CA-2017-137344,2017-08-20,EM-13810,Office Supplies,40.29,3,10.4754,0.0
CA-2017-169810,2017-07-25,RB-19360,Office Supplies,20.23,7,9.5081,0.0
CA-2016-128594,2016-08-26,DJ-13510,Furniture,1603.136,4,100.196,0.2
CA-2016-154690,2016-08-15,CC-12370,Furniture,225.296,2,22.5296,0.2
CA-2017-138975,2017-05-19,SC-20380,Technology,67.8,4,4.068,0.0
CA-2017-138975,2017-05-19,SC-20380,Technology,377.97,3,98.2722,0.0
CA-2017-138975,2017-05-19,SC-20380,Furniture,1628.82,9,374.6286,0.0
CA-2017-138975,2017-05-19,SC-20380,Office Supplies,286.93,7,140.5957,0.0
CA-2017-106537,2017-08-12,RH-19495,Office Supplies,20.736,4,7.2576,0.2
US-2017-103828,2017-08-13,JK-15370,Office Supplies,31.44,3,8.4888,0.0
US-2017-103828,2017-08-13,JK-15370,Office Supplies,83.79,7,22.6233,0.0
US-2017-103828,2017-08-13,JK-15370,Office Supplies,59.52,3,15.4752,0.0
US-2017-103828,2017-08-13,JK-15370,Office Supplies,31.92,4,9.2568,0.0
CA-2016-115588,2016-11-10,AF-10885,Office Supplies,14.72,5,-3.312,0.2
CA-2016-115588,2016-11-10,AF-10885,Office Supplies,38.976,3,-2.436,0.2
CA-2017-143861,2017-06-12,LC-16885,Furniture,17.088,2,1.068,0.2
CA-2014-148040,2014-03-22,BF-11275,Office Supplies,74.352,3,23.235,0.2
CA-2014-148040,2014-03-22,BF-11275,Furniture,314.352,3,-35.3646,0.2
CA-2017-135167,2017-06-15,SC-20800,Office Supplies,4.26,1,1.7466,0.0
CA-2017-137022,2017-11-16,SW-20275,Office Supplies,811.28,8,24.3384,0.0
US-2017-102638,2017-12-29,MC-17845,Office Supplies,6.03,3,2.9547,0.0
US-2016-167339,2016-01-21,TD-20995,Furniture,153.568,2,-5.7588,0.2
US-2016-167339,2016-01-21,TD-20995,Furniture,1013.488,7,76.0116,0.2
CA-2016-152072,2016-01-15,Dp-13240,Office Supplies,52.34,2,24.5998,0.0
CA-2016-152072,2016-01-15,Dp-13240,Office Supplies,4.66,2,1.3514,0.0
CA-2016-152072,2016-01-15,Dp-13240,Technology,254.97,3,91.7892,0.0
CA-2016-102932,2016-09-19,SD-20485,Office Supplies,25.44,6,12.72,0.0
CA-2016-102932,2016-09-19,SD-20485,Office Supplies,27.93,3,8.0997,0.0
CA-2014-165540,2014-02-21,TM-21010,Office Supplies,8.85,5,-13.7175,0.8
CA-2016-130799,2016-11-11,BK-11260,Furniture,6.96,4,2.2272,0.0
CA-2016-164483,2016-01-30,JF-15490,Office Supplies,17.456,2,5.8914,0.2
US-2016-159856,2016-10-18,EP-13915,Furniture,307.92,5,-34.641,0.2
CA-2017-102099,2017-12-18,EP-13915,Office Supplies,6.63,3,1.7901,0.0
CA-2017-102099,2017-12-18,EP-13915,Office Supplies,12.96,2,6.2208,0.0
CA-2017-102099,2017-12-18,EP-13915,Office Supplies,32.4,5,15.552,0.0
CA-2017-164049,2017-11-02,KH-16630,Office Supplies,23.85,5,10.7325,0.0
CA-2014-142727,2014-04-29,HG-14845,Furniture,51.96,2,12.99,0.0
CA-2014-142727,2014-04-29,HG-14845,Office Supplies,17.94,3,8.6112,0.0
CA-2017-139913,2017-10-23,JC-16105,Office Supplies,11.56,2,5.6644,0.0
CA-2017-139913,2017-10-23,JC-16105,Office Supplies,26.4,5,11.88,0.0
CA-2017-139913,2017-10-23,JC-16105,Furniture,69.08,11,29.0136,0.0
CA-2017-139913,2017-10-23,JC-16105,Technology,35.88,3,10.0464,0.0
CA-2014-169033,2014-03-30,KM-16720,Office Supplies,49.65,5,20.853,0.0
US-2016-164630,2016-01-04,EB-13975,Technology,959.968,4,119.996,0.2
US-2015-114839,2015-04-26,PW-19240,Furniture,408.422,2,-5.8346,0.3
CA-2015-166464,2015-09-12,PG-18895,Technology,479.984,2,59.998,0.2
CA-2015-166464,2015-09-12,PG-18895,Office Supplies,12.6,4,6.048,0.0
CA-2017-124898,2017-09-11,DB-12910,Office Supplies,184.66,7,84.9436,0.0
CA-2016-164035,2016-06-12,CR-12730,Office Supplies,23.12,5,8.381,0.2
CA-2016-153577,2016-06-27,KH-16330,Office Supplies,37.464,7,12.1758,0.2
CA-2016-153577,2016-06-27,KH-16330,Furniture,539.658,3,-7.7094,0.3
CA-2014-127586,2014-09-26,CS-12400,Office Supplies,310.12,2,80.6312,0.0
CA-2017-121615,2017-11-03,DL-12925,Office Supplies,8.56,2,3.852,0.0
CA-2017-121615,2017-11-03,DL-12925,Office Supplies,52.4,5,14.148,0.0
CA-2017-121615,2017-11-03,DL-12925,Office Supplies,14.94,3,6.8724,0.0
CA-2017-166415,2017-02-19,ME-17725,Office Supplies,11.22,3,0.2244,0.0
CA-2015-118444,2015-11-05,VD-21670,Office Supplies,387.136,4,24.196,0.2
CA-2014-113929,2014-06-16,CK-12205,Office Supplies,41.4,5,19.458,0.0
CA-2014-113929,2014-06-16,CK-12205,Office Supplies,35.0,4,10.5,0.0
CA-2014-113929,2014-06-16,CK-12205,Office Supplies,39.552,3,14.3376,0.2
CA-2015-134747,2015-10-12,DL-12925,Technology,135.72,3,35.2872,0.0
CA-2015-134747,2015-10-12,DL-12925,Office Supplies,12.56,2,5.652,0.0
CA-2015-134747,2015-10-12,DL-12925,Technology,263.96,4,71.2692,0.0
CA-2017-155047,2017-08-27,SE-20110,Office Supplies,5.952,1,0.372,0.2
CA-2016-160129,2016-11-23,LS-17200,Office Supplies,15.8,5,2.37,0.2
CA-2016-160129,2016-11-23,LS-17200,Furniture,14.368,2,3.9512,0.2
CA-2016-160129,2016-11-23,LS-17200,Furniture,70.448,7,12.3284,0.2
CA-2017-164329,2017-01-30,MM-17920,Office Supplies,129.3,2,6.465,0.0
US-2015-141453,2015-11-30,DB-13270,Office Supplies,3.882,3,-5.823,0.8
CA-2014-156993,2014-06-28,RW-19630,Office Supplies,6.08,1,3.04,0.0
CA-2014-157721,2014-09-02,JM-16195,Office Supplies,19.9,1,8.955,0.0
CA-2014-157721,2014-09-02,JM-16195,Furniture,70.71,1,4.9497,0.0
CA-2017-128629,2017-07-10,BP-11155,Furniture,18.84,3,7.9128,0.0
CA-2017-158106,2017-06-04,CT-11995,Office Supplies,8.64,3,2.5056,0.0
US-2017-120390,2017-10-19,TH-21550,Office Supplies,1633.188,4,-1306.5504,0.7
CA-2017-143434,2017-11-18,ME-17320,Furniture,19.76,4,8.2992,0.0
CA-2015-168564,2015-08-08,TT-21220,Office Supplies,6.608,2,2.2302,0.2
CA-2015-168564,2015-08-08,TT-21220,Office Supplies,7.28,2,2.73,0.2
CA-2015-168564,2015-08-08,TT-21220,Furniture,144.784,1,10.8588,0.2
US-2016-169040,2016-12-06,GT-14710,Technology,156.792,1,13.7193,0.2
US-2016-169040,2016-12-06,GT-14710,Technology,431.976,3,26.9985,0.2
US-2016-169040,2016-12-06,GT-14710,Office Supplies,35.89,1,16.1505,0.0
US-2016-169040,2016-12-06,GT-14710,Office Supplies,47.208,7,15.3426,0.2
US-2016-169040,2016-12-06,GT-14710,Office Supplies,248.08,7,116.5976,0.0
US-2016-169040,2016-12-06,GT-14710,Office Supplies,189.7,5,89.159,0.0
US-2016-169040,2016-12-06,GT-14710,Office Supplies,59.808,3,19.4376,0.2
CA-2017-155880,2017-03-25,JD-16150,Furniture,90.99,1,14.5584,0.0
CA-2017-155880,2017-03-25,JD-16150,Furniture,1526.56,7,427.4368,0.0
CA-2017-155880,2017-03-25,JD-16150,Furniture,368.97,3,40.5867,0.0
CA-2017-126242,2017-11-19,MC-18100,Office Supplies,305.01,9,76.2525,0.0
CA-2017-126242,2017-11-19,MC-18100,Furniture,18.7,1,7.106,0.0
CA-2016-166443,2016-11-04,LH-17020,Furniture,38.29,7,16.4647,0.0
CA-2017-169859,2017-12-14,MP-18175,Furniture,26.25,3,11.025,0.0
CA-2017-169859,2017-12-14,MP-18175,Office Supplies,64.96,14,22.736,0.2
CA-2017-169859,2017-12-14,MP-18175,Office Supplies,43.7,5,20.539,0.0
CA-2017-134915,2017-11-12,EM-14140,Technology,41.6,4,13.0,0.2
CA-2017-134915,2017-11-12,EM-14140,Office Supplies,23.12,5,8.381,0.2
CA-2017-134915,2017-11-12,EM-14140,Furniture,113.888,2,9.9652,0.2
CA-2017-134915,2017-11-12,EM-14140,Furniture,113.568,2,-5.6784,0.2
CA-2017-134915,2017-11-12,EM-14140,Technology,7.92,2,0.693,0.2
CA-2017-134915,2017-11-12,EM-14140,Technology,671.984,2,50.3988,0.2
CA-2016-153353,2016-08-18,GG-14650,Technology,39.99,1,11.5971,0.0
CA-2017-123638,2017-06-27,MA-17995,Furniture,191.646,3,31.941,0.1
CA-2017-168900,2017-05-04,SH-20395,Office Supplies,2.313,1,-1.9275,0.7
CA-2015-158456,2015-12-24,KT-16465,Office Supplies,19.936,4,7.2268,0.2
CA-2015-158456,2015-12-24,KT-16465,Office Supplies,45.92,4,21.5824,0.0
CA-2017-143665,2017-04-26,PO-19180,Office Supplies,20.34,3,9.3564,0.0
CA-2017-143665,2017-04-26,PO-19180,Office Supplies,39.28,8,19.2472,0.0
CA-2017-137428,2017-12-16,AY-10555,Furniture,81.568,2,9.1764,0.2
CA-2017-137428,2017-12-16,AY-10555,Furniture,97.184,2,6.074,0.2
CA-2017-137428,2017-12-16,AY-10555,Office Supplies,24.32,5,8.208,0.2
CA-2017-137428,2017-12-16,AY-10555,Furniture,18.96,2,7.584,0.0
CA-2014-162866,2014-12-27,Co-12640,Furniture,32.952,6,-19.7712,0.6
CA-2014-162866,2014-12-27,Co-12640,Office Supplies,30.016,4,3.0016,0.2
CA-2017-167941,2017-11-06,JF-15565,Office Supplies,499.584,3,43.7136,0.2
CA-2017-167941,2017-11-06,JF-15565,Office Supplies,31.104,6,10.8864,0.2
CA-2017-167941,2017-11-06,JF-15565,Office Supplies,13.272,8,-10.6176,0.7
CA-2017-167941,2017-11-06,JF-15565,Furniture,28.272,2,6.3612,0.2
CA-2017-167941,2017-11-06,JF-15565,Office Supplies,259.136,4,-51.8272,0.2
CA-2017-111808,2017-12-16,AR-10510,Office Supplies,10.8,5,5.184,0.0
CA-2015-137512,2015-05-07,AG-10675,Furniture,244.006,2,-31.3722,0.3
CA-2015-137512,2015-05-07,AG-10675,Office Supplies,15.936,4,5.3784,0.2
CA-2017-139773,2017-12-04,DV-13045,Furniture,188.552,7,-2.6936,0.3
CA-2017-134607,2017-10-03,HL-15040,Office Supplies,22.58,2,5.8708,0.0
CA-2014-109232,2014-01-13,ND-18370,Furniture,545.94,6,87.3504,0.0
CA-2015-139850,2015-06-12,GB-14575,Office Supplies,20.736,4,7.2576,0.2
CA-2015-139850,2015-06-12,GB-14575,Furniture,43.296,2,4.3296,0.2
CA-2014-131310,2014-07-12,CL-12565,Furniture,123.136,4,13.8528,0.2
CA-2014-131310,2014-07-12,CL-12565,Office Supplies,11.264,4,3.8016,0.2
US-2014-112872,2014-12-06,RC-19960,Office Supplies,53.424,3,4.6746,0.2
US-2014-112872,2014-12-06,RC-19960,Furniture,275.49,1,-170.8038,0.5
CA-2016-139269,2016-05-25,JB-16045,Furniture,24.96,4,6.24,0.0
CA-2016-139269,2016-05-25,JB-16045,Office Supplies,19.36,2,9.2928,0.0
CA-2016-139269,2016-05-25,JB-16045,Office Supplies,1267.65,9,152.118,0.0
CA-2016-139010,2016-02-21,MC-17635,Technology,12.99,1,0.7794,0.0
CA-2016-139010,2016-02-21,MC-17635,Office Supplies,18.56,4,6.496,0.2
CA-2016-139010,2016-02-21,MC-17635,Office Supplies,449.15,5,8.983,0.0
CA-2016-139010,2016-02-21,MC-17635,Office Supplies,31.248,7,10.9368,0.2
CA-2016-134376,2016-10-02,TT-21265,Office Supplies,61.44,3,16.5888,0.0
CA-2017-147291,2017-03-11,MJ-17740,Office Supplies,895.92,4,421.0824,0.0
CA-2016-112893,2016-09-09,AT-10735,Office Supplies,55.36,4,18.684,0.2
US-2014-150532,2014-07-14,PB-19150,Office Supplies,55.92,5,6.291,0.2
CA-2014-138317,2014-06-21,NW-18400,Office Supplies,24.896,4,8.4024,0.2
CA-2014-138317,2014-06-21,NW-18400,Furniture,3.984,1,0.6474,0.2
CA-2014-138317,2014-06-21,NW-18400,Technology,95.968,4,28.7904,0.2
CA-2014-138317,2014-06-21,NW-18400,Technology,206.991,3,-172.4925,0.7
CA-2014-138317,2014-06-21,NW-18400,Office Supplies,44.416,2,3.8864,0.2
CA-2014-138317,2014-06-21,NW-18400,Office Supplies,9.006,2,-7.2048,0.7
CA-2015-130610,2015-07-05,VP-21730,Office Supplies,19.0,5,8.93,0.0
CA-2017-104381,2017-12-16,RD-19810,Office Supplies,33.376,4,10.43,0.2
CA-2016-131499,2016-09-08,MG-17875,Office Supplies,207.48,1,62.244,0.0
CA-2014-148761,2014-05-17,PA-19060,Office Supplies,91.68,3,45.84,0.0
CA-2017-116519,2017-10-13,CR-12730,Office Supplies,904.9,5,253.372,0.0
CA-2014-130729,2014-10-24,AA-10375,Office Supplies,34.272,3,11.1384,0.2
CA-2016-124772,2016-12-05,JG-15160,Furniture,191.82,3,74.8098,0.0
CA-2016-115525,2016-07-25,RR-19525,Office Supplies,243.88,5,27.4365,0.2
CA-2017-134845,2017-04-17,SR-20425,Office Supplies,12.03,5,-9.223,0.7
CA-2017-134845,2017-04-17,SR-20425,Technology,2549.985,5,-3399.98,0.7
CA-2017-134845,2017-04-17,SR-20425,Office Supplies,21.594,2,-15.8356,0.7
CA-2017-134845,2017-04-17,SR-20425,Office Supplies,8.964,6,-6.5736,0.7
CA-2017-134845,2017-04-17,SR-20425,Office Supplies,20.736,4,7.2576,0.2
US-2015-138919,2015-09-17,LS-16975,Furniture,344.22,2,-103.266,0.4
US-2016-160528,2016-08-23,MH-18115,Office Supplies,727.296,8,-172.7328,0.2
US-2016-160528,2016-08-23,MH-18115,Furniture,22.608,3,-10.1736,0.6
US-2016-160528,2016-08-23,MH-18115,Technology,666.4,7,-33.32,0.2
CA-2015-123568,2015-11-08,SC-20095,Office Supplies,5.04,3,0.2016,0.0
CA-2015-123568,2015-11-08,SC-20095,Office Supplies,92.94,3,41.823,0.0
CA-2015-123568,2015-11-08,SC-20095,Furniture,66.69,3,22.0077,0.0
CA-2015-123568,2015-11-08,SC-20095,Office Supplies,91.68,5,28.65,0.2
CA-2017-124674,2017-11-17,JB-16000,Furniture,327.7328,2,-14.4588,0.32
CA-2015-164441,2015-11-08,AC-10450,Office Supplies,52.272,11,17.6418,0.2
CA-2015-164441,2015-11-08,AC-10450,Office Supplies,17.94,3,8.073,0.0
CA-2017-169054,2017-04-22,MO-17800,Furniture,254.352,3,0.0,0.2
CA-2014-106719,2014-08-24,RB-19645,Office Supplies,8.288,2,2.6936,0.2
CA-2017-116855,2017-12-17,AI-10855,Furniture,504.9,5,80.784,0.0
US-2016-164189,2016-03-24,DR-12880,Technology,403.168,4,25.198,0.2
CA-2015-168480,2015-09-21,DM-12955,Furniture,194.32,4,31.0912,0.0
CA-2015-168480,2015-09-21,DM-12955,Office Supplies,25.99,1,7.5371,0.0
US-2016-114293,2016-11-21,JH-16180,Furniture,195.136,4,-12.196,0.2
CA-2017-134173,2017-09-16,AB-10060,Office Supplies,20.736,4,7.2576,0.2
US-2015-123960,2015-06-11,BD-11605,Technology,53.7,6,10.203,0.0
US-2015-123960,2015-06-11,BD-11605,Office Supplies,36.26,7,16.6796,0.0
US-2015-123960,2015-06-11,BD-11605,Office Supplies,56.3,2,15.764,0.0
US-2015-123960,2015-06-11,BD-11605,Office Supplies,32.4,5,15.552,0.0
US-2015-123960,2015-06-11,BD-11605,Furniture,29.16,2,10.7892,0.0
CA-2017-101749,2017-10-03,AS-10045,Furniture,171.288,3,-6.4233,0.2
US-2016-147991,2016-05-05,ZD-21925,Furniture,16.72,5,3.344,0.2
CA-2017-149559,2017-09-11,KF-16285,Office Supplies,12.96,2,6.2208,0.0
CA-2017-149559,2017-09-11,KF-16285,Office Supplies,22.18,2,10.8682,0.0
CA-2017-149559,2017-09-11,KF-16285,Furniture,2054.272,8,256.784,0.2
CA-2015-135174,2015-04-30,BP-11230,Technology,1022.97,5,-255.7425,0.4
CA-2017-125290,2017-11-06,CC-12430,Office Supplies,13.9,5,3.614,0.0
CA-2017-125290,2017-11-06,CC-12430,Office Supplies,26.38,1,12.1348,0.0
CA-2014-137351,2014-09-30,DB-13615,Office Supplies,43.176,7,13.4925,0.2
CA-2017-121419,2017-04-02,TC-21475,Furniture,411.8,2,70.006,0.0
CA-2017-121419,2017-04-02,TC-21475,Technology,360.0,4,129.6,0.0
US-2017-148054,2017-10-06,NZ-18565,Furniture,41.96,2,2.9372,0.0
US-2017-148054,2017-10-06,NZ-18565,Office Supplies,227.84,4,66.0736,0.0
US-2017-148054,2017-10-06,NZ-18565,Office Supplies,37.94,2,18.2112,0.0
CA-2016-128517,2016-04-09,SW-20350,Technology,517.9,2,134.654,0.0
CA-2016-128517,2016-04-09,SW-20350,Office Supplies,5.28,2,2.4288,0.0
US-2015-100377,2015-08-28,TS-21370,Technology,2799.96,5,874.9875,0.2
CA-2017-131492,2017-10-19,HH-15010,Office Supplies,8.96,2,4.3008,0.0
CA-2017-131492,2017-10-19,HH-15010,Office Supplies,31.5,10,15.12,0.0
CA-2017-131492,2017-10-19,HH-15010,Furniture,30.56,2,10.3904,0.0
CA-2017-131492,2017-10-19,HH-15010,Furniture,24.368,2,-3.3506,0.2
CA-2016-144554,2016-11-07,DM-13345,Technology,119.976,3,22.4955,0.2
CA-2017-127621,2017-03-03,RE-19450,Office Supplies,26.88,8,9.744,0.2
CA-2015-145184,2015-11-27,JD-16150,Technology,83.97,3,23.5116,0.0
CA-2015-145184,2015-11-27,JD-16150,Technology,104.97,3,7.3479,0.0
CA-2017-106859,2017-03-13,BF-11215,Office Supplies,90.8,8,25.424,0.0
CA-2017-106859,2017-03-13,BF-11215,Technology,140.736,8,49.2576,0.2
CA-2017-106859,2017-03-13,BF-11215,Technology,214.95,5,88.1295,0.0
CA-2017-106859,2017-03-13,BF-11215,Office Supplies,45.36,7,21.7728,0.0
CA-2017-106859,2017-03-13,BF-11215,Office Supplies,288.24,6,138.3552,0.0
US-2017-120089,2017-11-30,ML-17755,Office Supplies,663.936,4,82.992,0.2
CA-2014-119375,2014-11-17,YC-21895,Office Supplies,2934.33,7,792.2691,0.0
CA-2014-119375,2014-11-17,YC-21895,Furniture,124.41,3,14.9292,0.0
CA-2014-119375,2014-11-17,YC-21895,Office Supplies,57.75,5,26.565,0.0
CA-2016-125206,2016-01-03,LR-16915,Office Supplies,114.46,2,28.615,0.0
CA-2015-126137,2015-10-03,BS-11755,Furniture,120.666,2,18.4548,0.15
CA-2014-143903,2014-07-20,KM-16375,Office Supplies,342.864,3,38.5722,0.2
CA-2014-143903,2014-07-20,KM-16375,Furniture,16.74,5,-14.229,0.6
CA-2014-143903,2014-07-20,KM-16375,Furniture,981.372,2,-140.196,0.3
CA-2014-104780,2014-05-21,BT-11530,Office Supplies,31.84,8,10.5072,0.0
CA-2017-101182,2017-09-04,KB-16405,Office Supplies,12.96,2,6.2208,0.0
CA-2017-101182,2017-09-04,KB-16405,Technology,43.176,3,15.1116,0.2
